0,ValueError,"The column ""Results"" is not in the table. The table contains these columns: Opponent, Cal Score, Opponent Score",0,,2023-09-11 08:30:39.700085
1,TypeError,'int' object is not callable,0,,2023-09-11 08:30:55.067417
2,TypeError,'int' object is not callable,0,,2023-09-11 08:31:03.162594
